Year,State,District,Rice,Wheat,Jowar,Pearl Millet,Maize,Barley,Chickpea,Groundnut,Sesamum,Sugarcane,Cotton
2003,Gujarat,Kutch,-1.0,740,-1,646,-1,-1,-1,1626,-1,-1,-1
2004,Gujarat,Kutch,-1.0,745,-1,710,-1,-1,-1,1652,-1,-1,-1
2005,Gujarat,Kutch,-1.0,851,-1,739,-1,-1,-1,1631,3062,-1,-1
2006,Gujarat,Kutch,-1.0,1068,-1,851,-1,-1,-1,1794,2924,-1,-1
2007,Gujarat,Kutch,-1.0,1019,-1,740,-1,-1,-1,2295,4583,-1,-1
2008,Gujarat,Kutch,-1.0,1053,-1,805,-1,-1,-1,2190,5441,-1,-1
2009,Gujarat,Kutch,-1.0,1089,-1,798,-1,-1,-1,2350,5619,-1,2641
2010,Gujarat,Kutch,-1.0,1250,1135,935,-1,-1,-1,2660,4930,-1,4110
2011,Gujarat,Kutch,-1.0,1171,-1,982,-1,-1,-1,3393,4811,-1,-1
2012,Gujarat,Kutch,-1.0,1494,1670,1249,-1,-1,-1,4534,6728,-1,-1
2013,Gujarat,Kutch,-1.0,1717,2240,1461,-1,-1,-1,3604,11539,-1,-1
2014,Gujarat,Kutch,-1.0,1680,2143,1408,-1,-1,-1,3668,9502,-1,-1
2015,Gujarat,Kutch,-1.0,1680,2143,1408,-1,-1,-1,3668,9502,-1,-1
2003,Gujarat,Mehsana,-1.0,796,612,642,-1,-1,-1,-1,-1,-1,-1
2004,Gujarat,Mehsana,-1.0,736,528,587,-1,-1,-1,-1,-1,-1,-1
2005,Gujarat,Mehsana,-1.0,736,528,587,-1,-1,-1,-1,3062,-1,1580
2006,Gujarat,Mehsana,-1.0,1000,800,645,-1,-1,-1,-1,-1,-1,1575
2007,Gujarat,Mehsana,-1.0,1025,-1,660,-1,-1,-1,-1,6193,-1,-1
2008,Gujarat,Mehsana,-1.0,1148,1086,789,-1,-1,-1,2345,6337,-1,2031
2009,Gujarat,Mehsana,-1.0,1403,1838,1124,-1,-1,-1,2555,4869,-1,3306
2010,Gujarat,Mehsana,-1.0,1222,2161,1049,-1,-1,-1,-1,-1,-1,4933
2011,Gujarat,Mehsana,-1.0,1044,2027,1049,-1,-1,-1,-1,-1,-1,-1
2012,Gujarat,Mehsana,-1.0,1448,1571,1157,-1,-1,-1,-1,-1,-1,-1
2013,Gujarat,Mehsana,-1.0,1700,1876,1266,-1,-1,2874,1785,8180,-1,-1
2014,Gujarat,Mehsana,-1.0,1593,3146,1201,-1,-1,-1,3599,9226,-1,-1
2015,Gujarat,Mehsana,-1.0,1593,3146,1176,-1,-1,-1,3599,-1,-1,-1
2003,Gujarat,Panchmahal,-1.0,660,-1,515,475,-1,1525,1530,-1,-1,1600
2004,Gujarat,Panchmahal,-1.0,680,480,500,525,-1,-1,1650,-1,-1,-1
2005,Gujarat,Panchmahal,-1.0,958,-1,688,651,-1,1719,1640,3062,-1,-1
2006,Gujarat,Panchmahal,-1.0,1150,-1,735,786,-1,2430,1636,-1,-1,-1
2007,Gujarat,Panchmahal,-1.0,1229,608,734,681,-1,1666,1594,-1,-1,-1
2008,Gujarat,Panchmahal,-1.0,1084,-1,409,870,-1,2079,1527,6337,-1,-1
2009,Gujarat,Panchmahal,-1.0,1368,-1,756,1000,-1,2101,1080,4869,-1,-1
2010,Gujarat,Panchmahal,-1.0,1141,-1,844,1198,-1,2292,2627,3988,-1,4400
2011,Gujarat,Panchmahal,-1.0,1267,1020,1011,1123,-1,2868,3138,4785,-1,-1
2012,Gujarat,Panchmahal,-1.0,1368,-1,1110,1257,-1,3479,3743,4785,-1,-1
2013,Gujarat,Panchmahal,-1.0,1368,-1,1368,1257,-1,3479,3743,3263,-1,-1
2014,Gujarat,Panchmahal,-1.0,1486,1525,1198,1398,-1,3390,2910,7500,-1,-1
2015,Gujarat,Panchmahal,-1.0,1486,1525,1198,1398,-1,3390,2910,7500,-1,-1
2003,Gujarat,Rajkot,-1.0,800,-1,556,-1,-1,1627,1707,3379,-1,-1
2004,Gujarat,Rajkot,-1.0,716,-1,605,-1,-1,1395,1791,-1,-1,-1
2005,Gujarat,Rajkot,-1.0,810,-1,660,-1,-1,1559,1640,3062,-1,-1
2006,Gujarat,Rajkot,-1.0,1052,-1,732,-1,-1,2336,1887,-1,-1,-1
2007,Gujarat,Rajkot,-1.0,1010,-1,662,-1,-1,2102,2530,-1,-1,-1
2008,Gujarat,Rajkot,-1.0,1063,-1,747,-1,-1,2070,2413,6245,-1,-1
2009,Gujarat,Rajkot,-1.0,1323,-1,983,-1,-1,2088,2511,5966,-1,3033
2010,Gujarat,Rajkot,-1.0,1290,-1,984,-1,-1,-1,2774,5578,-1,4287
2011,Gujarat,Rajkot,-1.0,1182,-1,975,-1,-1,2743,3661,5314,-1,-1
2012,Gujarat,Rajkot,-1.0,1490,-1,1292,-1,-1,3841,4673,7833,-1,-1
2013,Gujarat,Rajkot,-1.0,1827,-1,1257,-1,-1,2690,3742,9100,-1,-1
2014,Gujarat,Rajkot,-1.0,1773,-1,-1,-1,-1,4077,3788,11445,-1,-1
2015,Gujarat,Rajkot,-1.0,1773,-1,-1,-1,-1,4077,3786,11445,-1,-1
2003,Gujarat,Sabarkantha,-1.0,790,677,502,550,-1,1422,1689,2981,-1,-1
2004,Gujarat,Sabarkantha,-1.0,761,415,541,579,-1,-1,1496,-1,-1,-1
2005,Gujarat,Sabarkantha,-1.0,808,788,642,682,-1,-1,1581,3062,-1,-1
2006,Gujarat,Sabarkantha,-1.0,1047,931,722,732,-1,-1,1830,-1,-1,-1
2007,Gujarat,Sabarkantha,-1.0,1037,873,680,797,-1,-1,2360,-1,-1,-1
2008,Gujarat,Sabarkantha,-1.0,1071,982,721,809,-1,-1,2351,6337,-1,-1
2009,Gujarat,Sabarkantha,-1.0,1336,1485,955,982,-1,-1,2429,4869,-1,2960
2010,Gujarat,Sabarkantha,-1.0,1057,1895,1012,937,-1,-1,2632,-1,-1,3755
2011,Gujarat,Sabarkantha,-1.0,1251,-1,-1,515,-1,4025,5060,6077,-1,-1
2012,Gujarat,Sabarkantha,-1.0,2000,-1,1200,1375,-1,4000,3500,3600,-1,-1
2013,Gujarat,Sabarkantha,-1.0,1723,1785,1307,1342,-1,-1,3608,-1,-1,-1
2014,Gujarat,Sabarkantha,-1.0,1723,1785,1307,1342,-1,-1,3608,-1,-1,-1
2015,Gujarat,Sabarkantha,-1.0,1723,1785,1307,1342,-1,-1,3608,-1,-1,-1
2003,Gujarat,Surat,-1.0,964,755,-1,-1,-1,-1,-1,-1,1252,-1
2004,Gujarat,Surat,-1.0,972,764,-1,-1,-1,-1,-1,-1,1310,-1
2005,Gujarat,Surat,-1.0,984,846,-1,-1,-1,-1,-1,3062,1750,2103
2006,Gujarat,Surat,-1.0,993,1050,-1,-1,-1,-1,-1,-1,1100,2250
2007,Gujarat,Surat,-1.0,1042,1144,-1,-1,-1,-1,-1,-1,1146,2486
2008,Gujarat,Surat,-1.0,1397,1797,745,-1,-1,-1,2345,6337,-1,2081
2009,Gujarat,Surat,-1.0,1943,1847,-1,-1,-1,-1,2555,4869,-1,3145
2010,Gujarat,Surat,-1.0,1943,1847,-1,-1,-1,-1,-1,-1,-1,3146
2011,Gujarat,Surat,-1.0,2012,1907,-1,-1,-1,-1,-1,-1,-1,-1
2012,Gujarat,Surat,-1.0,1808,2198,-1,-1,-1,-1,-1,-1,-1,-1
2013,Gujarat,Surat,-1.0,2051,1829,-1,-1,-1,-1,-1,-1,-1,-1
2014,Gujarat,Surat,-1.0,1785,2507,-1,-1,-1,-1,3541,-1,-1,-1
2015,Gujarat,Surat,-1.0,1785,-1,-1,-1,-1,-1,3541,-1,-1,-1
2003,Gujarat,Surendranagar,-1.0,800,-1,570,-1,-1,1650,1790,-1,-1,2220
2004,Gujarat,Surendranagar,-1.0,815,-1,660,-1,-1,1520,1925,-1,-1,-1
2005,Gujarat,Surendranagar,-1.0,826,-1,679,-1,-1,1588,2038,3062,-1,1450
2006,Gujarat,Surendranagar,-1.0,1100,-1,886,-1,-1,2199,2473,-1,-1,-1
2007,Gujarat,Surendranagar,-1.0,1064,-1,570,-1,-1,2350,2500,-1,-1,-1
2008,Gujarat,Surendranagar,-1.0,1050,-1,900,-1,-1,2250,2400,6050,-1,-1
2009,Gujarat,Surendranagar,-1.0,1550,-1,1200,-1,-1,1750,3500,6000,-1,3500
2010,Gujarat,Surendranagar,-1.0,1419,-1,1017,-1,-1,2340,2653,5873,-1,3078
2011,Gujarat,Surendranagar,-1.0,1182,-1,991,-1,-1,2703,3218,4713,-1,-1
2012,Gujarat,Surendranagar,-1.0,1686,-1,1361,-1,-1,3389,4950,8425,-1,-1
2013,Gujarat,Surendranagar,-1.0,1828,-1,1128,-1,-1,-1,1778,10861,-1,-1
2014,Gujarat,Surendranagar,-1.0,1681,-1,1018,-1,-1,2523,2000,7420,-1,-1
2015,Gujarat,Surendranagar,-1.0,1425,-1,1125,-1,-1,3625,4500,6500,-1,-1
2003,Rajasthan,Ajmer,-1.0,839,498,385,504,617,1590,1567,2670,-1,2537
2004,Rajasthan,Ajmer,-1.0,834,523,487,517,632,1408,1618,2958,-1,1898
2005,Rajasthan,Ajmer,-1.0,945,682,623,694,707,2026,1549,2588,-1,2591
2006,Rajasthan,Ajmer,-1.0,1047,809,722,800,717,2086,2045,2862,1527,2066
2007,Rajasthan,Ajmer,1720.0,1165,820,672,786,1017,2377,2108,3880,1595,2095
2008,Rajasthan,Ajmer,1787.0,1259,809,729,801,833,2317,2590,5509,1864,3390
2009,Rajasthan,Ajmer,1975.0,1441,1201,1020,1205,1161,2313,2837,5838,3084,3267
2010,Rajasthan,Ajmer,2025.0,1139,1156,864,1119,1012,2255,3097,5854,3083,4059
2011,Rajasthan,Ajmer,2025.0,1336,1030,870,1095,1208,3323,3100,5420,3098,4156
2012,Rajasthan,Ajmer,2260.0,1411,1321,1181,1464,1099,3011,4511,8338,2984,4603
2013,Rajasthan,Ajmer,2425.0,1688,1215,1088,1326,1196,-1,3740,10592,3400,5052
2014,Rajasthan,Ajmer,3515.0,1659,1626,1210,1459,1216,3347,4076,9665,3065,4267
2015,Rajasthan,Ajmer,2686.0,1733,1719,1319,1580,1456,5150,4414,8215,3025,4780
2003,Rajasthan,Alwar,-1.0,630,469,358,475,496,1387,-1,2150,-1,2460
2004,Rajasthan,Alwar,-1.0,690,551,521,560,534,1399,2060,2967,-1,1909
2005,Rajasthan,Alwar,1304.0,808,573,549,659,692,1953,1744,2351,-1,1965
2006,Rajasthan,Alwar,1605.0,915,663,629,721,679,2154,1789,2396,-1,2016
2007,Rajasthan,Alwar,-1.0,986,646,603,720,1003,2359,2317,2653,-1,2090
2008,Rajasthan,Alwar,-1.0,1070,693,663,751,813,2268,2056,4382,2207,2436
2009,Rajasthan,Alwar,2935.0,1107,988,882,989,956,2232,2779,5422,2265,2717
2010,Rajasthan,Alwar,-1.0,1116,865,765,912,1018,2194,3436,4896,2250,3301
2011,Rajasthan,Alwar,-1.0,1174,874,782,948,1190,3459,2940,5028,3000,3744
2012,Rajasthan,Alwar,-1.0,1437,1110,1016,1259,1175,3379,4917,7054,3270,-1
2013,Rajasthan,Alwar,-1.0,1461,1074,1107,1155,1172,-1,-1,14578,2800,4233
2014,Rajasthan,Alwar,2650.0,1400,1392,1072,1233,1224,3750,3421,8362,3367,4218
2015,Rajasthan,Alwar,2521.0,1541,1150,1174,1466,1345,4566,5248,5410,3230,4308
2003,Rajasthan,Banswara,-1.0,709,409,380,449,577,1417,1921,2522,1542,2115
2004,Rajasthan,Banswara,1622.0,680,374,423,522,604,1448,1943,2801,-1,1997
2005,Rajasthan,Banswara,1453.0,818,435,-1,555,717,1934,2151,2606,1310,1678
2006,Rajasthan,Banswara,1111.0,951,482,-1,850,803,2111,2519,3760,1274,2255
2007,Rajasthan,Banswara,1836.0,950,599,800,723,852,2049,2432,3762,1374,2406
2008,Rajasthan,Banswara,2510.0,1091,707,950,770,939,2365,5070,5070,2200,-1
2009,Rajasthan,Banswara,2854.0,1322,832,1150,955,1131,2234,2943,6713,4247,3355
2010,Rajasthan,Banswara,2392.0,1217,789,960,910,968,2296,2696,5745,2769,3401
2011,Rajasthan,Banswara,3280.0,1297,877,795,1023,1187,3285,2928,6215,3073,2438
2012,Rajasthan,Banswara,2909.0,1362,971,955,1111,1092,3199,3726,6273,3670,3334
2013,Rajasthan,Banswara,2834.0,1364,1044,1534,1162,1211,-1,3826,6806,4017,4219
2014,Rajasthan,Banswara,3212.0,1405,1130,1546,1146,1191,3504,3986,9236,3580,4774
2015,Rajasthan,Banswara,3890.0,-1,1129,1336,1342,1647,4512,3406,7685,3924,4530
2003,Rajasthan,Barmer,-1.0,752,650,507,-1,623,1850,-1,2771,-1,-1
2004,Rajasthan,Barmer,-1.0,827,625,667,-1,758,2040,-1,2603,-1,-1
2005,Rajasthan,Barmer,-1.0,1031,692,775,-1,833,-1,1500,2700,-1,2500
2006,Rajasthan,Barmer,-1.0,1114,1250,871,-1,900,2063,3800,2877,-1,-1
2007,Rajasthan,Barmer,-1.0,1245,936,795,-1,1117,3037,4500,4529,-1,-1
2008,Rajasthan,Barmer,-1.0,1450,814,843,1275,955,3912,3025,4679,2207,4300
2009,Rajasthan,Barmer,-1.0,1580,-1,1124,-1,1373,2342,3850,5881,-1,-1
2010,Rajasthan,Barmer,-1.0,1430,1095,1100,-1,1222,3075,3800,4539,-1,-1
2011,Rajasthan,Barmer,-1.0,1496,541,972,-1,1311,3565,-1,3840,-1,1123
2012,Rajasthan,Barmer,-1.0,1656,1407,1282,-1,1576,3085,-1,6791,-1,5323
2013,Rajasthan,Barmer,-1.0,1700,1417,1287,-1,2089,-1,3558,11480,-1,-1
2014,Rajasthan,Barmer,-1.0,1739,-1,1288,-1,1499,3246,-1,8488,-1,-1
2015,Rajasthan,Barmer,-1.0,1554,1742,1404,-1,830,4015,4629,6739,-1,6250
2003,Rajasthan,Bharatpur,-1.0,639,413,380,447,491,1401,1760,2747,960,2004
2004,Rajasthan,Bharatpur,1415.0,900,563,456,589,531,1448,1771,3173,965,1942
2005,Rajasthan,Bharatpur,921.0,914,675,519,570,663,2031,1746,2464,1800,1716
2006,Rajasthan,Bharatpur,968.0,918,678,617,648,707,2304,2297,2633,1835,2170
2007,Rajasthan,Bharatpur,981.0,1012,686,583,630,982,2486,2341,3360,-1,1886
2008,Rajasthan,Bharatpur,1644.0,1075,753,719,753,902,2190,2306,4880,2207,5667
2009,Rajasthan,Bharatpur,-1.0,1106,1205,832,-1,1053,2266,2859,5565,-1,-1
2010,Rajasthan,Bharatpur,-1.0,1099,1133,763,-1,1001,2196,3056,5131,2922,-1
2011,Rajasthan,Bharatpur,-1.0,1179,993,836,-1,1204,3680,3507,5156,2705,-1
2012,Rajasthan,Bharatpur,2236.0,1447,1317,1132,816,1176,3397,3884,7677,3160,5934
2013,Rajasthan,Bharatpur,-1.0,1477,1290,1155,1420,1148,-1,3576,12283,2890,6502
2014,Rajasthan,Bharatpur,-1.0,1411,1498,1099,1183,1157,3916,3978,10268,2905,5000
2015,Rajasthan,Bharatpur,-1.0,1904,1664,1264,-1,1458,5355,3151,7429,3270,4415
2003,Rajasthan,Bhilwara,-1.0,722,461,436,484,573,1467,1673,2878,1199,2207
2004,Rajasthan,Bhilwara,1292.0,922,496,492,542,614,1395,1510,3145,1657,1708
2005,Rajasthan,Bhilwara,1292.0,1000,580,580,637,730,1956,1533,2734,1720,1699
2006,Rajasthan,Bhilwara,2019.0,1065,709,680,766,680,2134,1773,2894,1423,1960
2007,Rajasthan,Bhilwara,2138.0,1074,701,709,756,1026,2348,2156,3968,1508,2324
2008,Rajasthan,Bhilwara,2476.0,1451,717,707,767,940,2273,2134,5196,2625,2778
2009,Rajasthan,Bhilwara,3103.0,1315,869,874,1038,1092,2210,2642,6298,3049,3372
2010,Rajasthan,Bhilwara,2995.0,1223,909,886,961,1043,2203,2783,5436,2913,4487
2011,Rajasthan,Bhilwara,3139.0,1224,992,982,1070,1143,3291,3027,5568,2948,5105
2012,Rajasthan,Bhilwara,2515.0,1446,1158,1107,1273,1186,2989,4138,8585,3245,4038
2013,Rajasthan,Bhilwara,3600.0,1493,1189,1142,1347,1143,-1,3311,10152,3327,4691
2014,Rajasthan,Bhilwara,2493.0,1466,1199,1154,1337,1187,3649,3455,11995,3227,4348
2015,Rajasthan,Bhilwara,1783.0,1525,1385,1249,1455,1517,5354,4077,8716,3569,4493
2003,Rajasthan,Bikaner,-1.0,675,-1,512,-1,499,1393,1576,2464,-1,1818
2004,Rajasthan,Bikaner,-1.0,682,619,578,-1,559,1430,1605,2573,-1,1678
2005,Rajasthan,Bikaner,-1.0,875,645,732,-1,629,1974,1555,2529,-1,1687
2006,Rajasthan,Bikaner,-1.0,933,699,746,-1,700,2082,2012,3164,-1,1748
2007,Rajasthan,Bikaner,-1.0,1032,755,729,-1,946,2328,2394,3570,-1,2057
2008,Rajasthan,Bikaner,-1.0,1123,766,780,752,798,2285,2074,4159,2207,2888
2009,Rajasthan,Bikaner,-1.0,1267,1061,1223,-1,1069,2488,2780,5465,-1,3113
2010,Rajasthan,Bikaner,-1.0,1164,2293,894,-1,993,2132,2414,3927,-1,4100
2011,Rajasthan,Bikaner,-1.0,1280,-1,874,-1,1224,3694,2999,3534,-1,4413
2012,Rajasthan,Bikaner,2075.0,1499,-1,1285,-1,1172,3335,4859,8585,-1,4561
2013,Rajasthan,Bikaner,2080.0,1457,-1,1334,-1,1105,-1,3197,8204,-1,4563
2014,Rajasthan,Bikaner,2760.0,1443,-1,1295,-1,1066,3581,3599,8017,-1,4390
2015,Rajasthan,Bikaner,-1.0,1727,-1,1390,-1,1371,5366,3849,6188,-1,-1
2003,Rajasthan,Bundi,-1.0,654,472,354,452,504,1444,1477,2743,-1,-1
2004,Rajasthan,Bundi,1276.0,685,512,443,525,576,1471,1685,3271,-1,-1
2005,Rajasthan,Bundi,1189.0,810,897,521,610,707,1828,1527,2536,-1,-1
2006,Rajasthan,Bundi,1352.0,879,813,610,719,651,2078,1729,2864,-1,-1
2007,Rajasthan,Bundi,2102.0,1038,1025,607,748,1034,2437,2316,4567,-1,-1
2008,Rajasthan,Bundi,2321.0,1074,881,676,743,879,2202,2416,5708,1952,-1
2009,Rajasthan,Bundi,2732.0,1197,1265,1182,965,1042,2237,2065,5574,-1,-1
2010,Rajasthan,Bundi,1862.0,1132,1002,858,938,1008,2173,2775,4951,2435,-1
2011,Rajasthan,Bundi,1646.0,1148,931,808,1057,1116,3356,2640,5031,2586,-1
2012,Rajasthan,Bundi,2976.0,1508,-1,1294,1390,1124,3193,-1,7958,2771,-1
2013,Rajasthan,Bundi,3192.0,1564,-1,1318,1239,1173,-1,3400,11042,3500,-1
2014,Rajasthan,Bundi,1615.0,1400,2295,1251,1278,1151,3696,4540,10395,-1,-1
2015,Rajasthan,Bundi,2231.0,1623,1803,1444,1429,1410,4975,5023,7485,-1,-1
2003,Rajasthan,Chittorgarh,-1.0,705,445,-1,452,565,1347,1471,2563,-1,2256
2004,Rajasthan,Chittorgarh,1340.0,697,502,-1,523,574,1357,1500,2913,-1,2255
2005,Rajasthan,Chittorgarh,1208.0,866,672,-1,583,678,1798,1475,2599,-1,3087
2006,Rajasthan,Chittorgarh,1380.0,910,710,-1,727,693,1861,1670,3022,-1,2525
2007,Rajasthan,Chittorgarh,1915.0,1000,592,-1,883,911,2034,2105,4183,-1,2557
2008,Rajasthan,Chittorgarh,1947.0,1112,782,710,719,862,2249,2151,5132,2207,2900
2009,Rajasthan,Chittorgarh,3290.0,1259,960,902,920,1029,2247,2837,5914,2500,3303
2010,Rajasthan,Chittorgarh,3225.0,1006,844,-1,904,902,2045,2856,5582,2766,4493
2011,Rajasthan,Chittorgarh,3465.0,1170,1203,-1,992,1176,3048,3142,6443,2870,4106
2012,Rajasthan,Chittorgarh,3570.0,1449,1065,-1,1260,1194,3092,4390,7676,2898,3996
2013,Rajasthan,Chittorgarh,3155.0,1449,1287,-1,1176,1145,-1,3530,11013,3162,4745
2014,Rajasthan,Chittorgarh,3061.0,1350,1550,-1,1215,1150,3398,3869,11226,3223,4225
2015,Rajasthan,Chittorgarh,2958.0,1562,1576,-1,1334,1378,5389,4336,10221,3302,4337
2003,Rajasthan,Churu,-1.0,675,-1,405,-1,510,1370,1590,1788,-1,-1
2004,Rajasthan,Churu,-1.0,700,-1,517,-1,570,1385,1645,3100,-1,1590
2005,Rajasthan,Churu,-1.0,853,-1,660,-1,671,2010,1700,2920,-1,-1
2006,Rajasthan,Churu,-1.0,985,-1,710,-1,701,2180,1758,2700,-1,-1
2007,Rajasthan,Churu,-1.0,1100,-1,660,-1,997,2375,2500,3050,-1,-1
2008,Rajasthan,Churu,-1.0,1171,786,720,752,892,2320,2233,5050,2207,-1
2009,Rajasthan,Churu,-1.0,1250,-1,1032,-1,933,2491,3416,5500,-1,-1
2010,Rajasthan,Churu,-1.0,1217,-1,805,-1,1230,2108,2600,4266,-1,-1
2011,Rajasthan,Churu,-1.0,1353,-1,850,-1,1210,3750,3500,4450,-1,-1
2012,Rajasthan,Churu,-1.0,1537,-1,850,-1,1150,3230,3500,4450,-1,-1
2013,Rajasthan,Churu,-1.0,1578,-1,1300,-1,1162,-1,3708,9500,-1,-1
2014,Rajasthan,Churu,-1.0,1578,-1,1282,-1,1162,2829,3750,10100,-1,-1
2015,Rajasthan,Churu,-1.0,1592,-1,1233,-1,1451,5786,4613,6522,-1,-1
2003,Rajasthan,Dungarpur,-1.0,695,420,576,462,531,1271,1780,2488,1442,-1
2004,Rajasthan,Dungarpur,1146.0,696,531,578,584,584,1364,1406,3067,1511,-1
2005,Rajasthan,Dungarpur,1133.0,854,850,600,618,693,1931,1457,2468,1663,-1
2006,Rajasthan,Dungarpur,1078.0,951,900,800,809,751,2124,1466,2788,1568,-1
2007,Rajasthan,Dungarpur,1155.0,1037,1200,900,778,892,2274,1812,3648,1586,-1
2008,Rajasthan,Dungarpur,1347.0,1134,1200,1000,779,1011,2351,1812,5598,2540,-1
2009,Rajasthan,Dungarpur,1947.0,1134,952,960,1014,1011,2351,2275,5893,2540,-1
2010,Rajasthan,Dungarpur,1759.0,1176,952,962,881,1008,2270,-1,5997,3475,-1
2011,Rajasthan,Dungarpur,1796.0,1245,952,964,970,1110,3589,3175,5790,3038,-1
2012,Rajasthan,Dungarpur,2013.0,1430,1080,960,1111,1231,3267,3330,5827,3765,-1
2013,Rajasthan,Dungarpur,2233.0,1422,1254,1141,1278,1285,-1,3450,6268,4349,-1
2014,Rajasthan,Dungarpur,2193.0,1580,1125,1192,1328,1472,3617,4053,7935,5372,-1
2015,Rajasthan,Dungarpur,2477.0,1451,1300,1310,1372,-1,-1,4773,8404,-1,-1
2003,Rajasthan,Ganganagar,-1.0,644,-1,460,-1,471,1441,-1,-1,-1,2074
2004,Rajasthan,Ganganagar,1395.0,703,-1,560,-1,498,1496,1637,2977,-1,2050
2005,Rajasthan,Ganganagar,1690.0,895,-1,701,443,-1,-1,-1,-1,-1,1710
2006,Rajasthan,Ganganagar,-1.0,868,-1,697,-1,653,2056,-1,-1,-1,1830
2007,Rajasthan,Ganganagar,1320.0,1056,-1,684,865,1041,2297,2980,6669,-1,2144
2008,Rajasthan,Ganganagar,-1.0,1060,786,730,752,1007,2396,2154,5551,2207,2766
2009,Rajasthan,Ganganagar,-1.0,1124,-1,1077,-1,900,2360,2750,5814,-1,2965
2010,Rajasthan,Ganganagar,-1.0,1160,-1,822,-1,1063,2209,-1,-1,-1,4265
2011,Rajasthan,Ganganagar,-1.0,1279,-1,922,-1,1211,3430,-1,-1,-1,4638
2012,Rajasthan,Ganganagar,-1.0,1441,-1,1247,-1,1106,3151,5125,7835,3800,4613
2013,Rajasthan,Ganganagar,1583.0,1526,-1,1277,-1,1262,-1,-1,-1,-1,4778
2014,Rajasthan,Ganganagar,-1.0,1567,-1,1182,-1,1304,3437,-1,-1,-1,4537
2015,Rajasthan,Ganganagar,-1.0,-1,-1,1352,-1,1380,5193,-1,-1,-1,4400
2003,Rajasthan,Jaipur,-1.0,739,436,377,485,522,1400,1660,2695,-1,-1
2004,Rajasthan,Jaipur,-1.0,813,529,472,493,547,1414,1576,2646,-1,-1
2005,Rajasthan,Jaipur,-1.0,897,635,578,622,681,1932,1589,2670,-1,-1
2006,Rajasthan,Jaipur,-1.0,1011,759,631,748,705,2091,1853,2740,-1,-1
2007,Rajasthan,Jaipur,-1.0,1055,744,617,756,990,2263,2178,3134,-1,-1
2008,Rajasthan,Jaipur,-1.0,1110,740,668,762,835,2263,2049,4712,2207,-1
2009,Rajasthan,Jaipur,-1.0,1252,1069,882,908,1070,2234,2178,5423,-1,-1
2010,Rajasthan,Jaipur,-1.0,1139,1081,808,927,1060,2109,2640,5120,-1,-1
2011,Rajasthan,Jaipur,-1.0,1266,1032,802,1048,1245,3296,3078,-1,2789,-1
2012,Rajasthan,Jaipur,-1.0,1477,1399,1094,1199,1251,3123,4464,6973,3050,-1
2013,Rajasthan,Jaipur,-1.0,1546,1250,1125,1270,1145,-1,3350,6550,3181,-1
2014,Rajasthan,Jaipur,-1.0,1724,1900,1130,1350,1171,3574,3710,8200,-1,-1
2015,Rajasthan,Jaipur,-1.0,1506,1730,1310,1690,-1,-1,4320,7100,-1,-1
2003,Rajasthan,Jaisalmer,-1.0,775,523,500,-1,-1,1600,1600,2064,-1,-1
2004,Rajasthan,Jaisalmer,-1.0,800,524,-1,-1,-1,-1,1600,2064,-1,-1
2005,Rajasthan,Jaisalmer,-1.0,930,602,565,-1,-1,-1,1780,2570,-1,-1
2006,Rajasthan,Jaisalmer,-1.0,940,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,Rajasthan,Jaisalmer,-1.0,1215,-1,808,-1,-1,-1,2610,4560,-1,-1
2008,Rajasthan,Jaisalmer,-1.0,1113,786,710,752,1005,2336,2300,5551,2207,-1
2009,Rajasthan,Jaisalmer,-1.0,1196,-1,902,-1,1007,2342,2750,5814,-1,-1
2010,Rajasthan,Jaisalmer,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Rajasthan,Jaisalmer,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Rajasthan,Jaisalmer,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Rajasthan,Jaisalmer,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2014,Rajasthan,Jaisalmer,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2015,Rajasthan,Jaisalmer,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Rajasthan,Jalore,-1.0,800,570,500,550,600,1450,1500,2200,-1,2400
2004,Rajasthan,Jalore,-1.0,900,600,570,600,700,-1,1500,2700,-1,2500
2005,Rajasthan,Jalore,-1.0,1086,660,625,680,879,2013,1440,2830,-1,2275
2006,Rajasthan,Jalore,-1.0,1157,736,711,760,811,2370,2000,2614,-1,3767
2007,Rajasthan,Jalore,-1.0,1200,775,715,820,975,2675,2640,2870,-1,3560
2008,Rajasthan,Jalore,-1.0,1200,800,800,775,800,2420,2100,4400,2207,2600
2009,Rajasthan,Jalore,-1.0,1521,-1,1043,1000,1157,2342,2400,5814,-1,-1
2010,Rajasthan,Jalore,-1.0,1586,957,1043,1000,1271,2800,2400,4450,-1,6900
2011,Rajasthan,Jalore,-1.0,1314,1014,914,1000,1100,3200,3614,4600,-1,6750
2012,Rajasthan,Jalore,-1.0,1678,1133,1217,1217,1288,3000,3575,7144,-1,3000
2013,Rajasthan,Jalore,-1.0,1956,1389,1400,1550,1522,-1,4014,8789,-1,4833
